name,year,total_population,household_population,group_quarters,housing_units,households,geography
Lake Forest Park,2011,12439.038423380594,12346.30719808415,92.73122529644269,5195.022606118695,4962.227306488416,City
Lake Forest Park,2012,12466.904607453429,12374.173382156987,92.73122529644269,5209.219336141002,4971.519700734456,City
Lake Forest Park,2013,12507.300376138357,12414.569150841915,92.73122529644269,5225.317741216075,4988.530319474925,City
Lake Forest Park,2014,12576.824045796044,12484.0928204996,92.73122529644269,5246.317739070308,5010.448711431908,City
Lake Forest Park,2015,12636.12695152082,12543.395726224378,92.73122529644269,5251.335715992182,5028.860682486261,City
Lake Forest Park,2016,12765.107510264665,12672.376284968223,92.73122529644269,5280.478571456284,5075.072754606524,City
Lake Forest Park,2017,12815.226827181745,12722.495601885303,92.73122529644269,5311.4785848077245,5092.300331847497,City
Lake Forest Park,2018,12918.855633837922,12826.110410907986,92.7452229299363,5351.084730356166,5137.676390700426,City
Lake Forest Park,2019,13077.438973667904,12984.693750737968,92.7452229299363,5417.500673471264,5199.351162682023,City
Lake Forest Park,2020,13455.465026066726,13416.465026066726,39.00000000000001,5482.115909361955,5251.909412392241,City
Lake Forest Park,2021,13455.465026066726,13416.465026066726,39.00000000000001,5482.115909361955,5251.909412392241,City
Lake Forest Park,2022,13445.913945256887,13406.913945256887,39.00000000000001,5478.254841610005,5244.34565560891,City
Lake Stevens,2010,31285.0557554906,31256.0557554906,29.000000000000007,11582.6109550935,10919.660430390866,City
Lake Stevens,2011,31426.743203520924,31397.743203520924,29.000000000000007,11641.924311664412,10954.459191142707,City
Lake Stevens,2012,31789.25864237771,31760.25864237771,29.000000000000007,11780.475107981438,11072.355230714555,City
Lake Stevens,2013,32293.952170431043,32264.952170431043,29.000000000000007,11934.538835771102,11239.29518576683,City
Lake Stevens,2014,32509.406859049403,32480.406859049403,29.000000000000007,12006.60908094416,11299.746155264545,City
Lake Stevens,2015,33324.87131904404,33295.87131904404,29.000000000000007,12146.005411343604,11535.580539331006,City
Lake Stevens,2016,34490.2646677053,34461.2646677053,29.000000000000007,12495.624918124355,11903.351592220235,City
Lake Stevens,2017,35400.302417170395,35371.302417170395,29.000000000000007,12785.796643845737,12183.33904110011,City
Lake Stevens,2018,36287.16071586356,36258.16071586356,29.000000000000004,12946.09819426851,12413.699025553124,City
Lake Stevens,2019,36784.952655561065,36755.952655561065,29.000000000000004,13117.276469156272,12565.648778768205,City
Lake Stevens,2020,38945.549822466266,38845.549822466266,100,13484.028016794526,13182.390422208866,City
Lake Stevens,2021,40314.26498074365,40214.26498074365,100,14045.67735195183,13703.724048841708,City
Lake Stevens,2022,40666.80244399625,40580.80244399625,86,14434.686072705877,13962.778406109814,City
Lakewood,2010,58151.096558704456,56883.096558704456,1268,26542.992105263158,24064.214906146484,City
Lakewood,2011,58178.104394041315,56968.104394041315,1210,26611.992112892553,24105.22771343456,City
Lakewood,2012,58248.05528653609,57038.05528653609,1210,26601.99356594776,24068.5464292112,City
Lakewood,2013,58298.072135825336,57067.072135825336,1231,26614.99943996343,24072.31654829002,City
Lakewood,2014,58348.06617684091,57095.06617684091,1253,26622.000081288985,24076.907579764968,City
Lakewood,2015,58388.067668174655,57203.06764975682,1185.0000184178352,26671.000284727557,24109.14432919208,City
Lakewood,2016,58788.015832376586,57594.01582921754,1194.0000031590462,26751.9987352673,24261.420244771252,City
Lakewood,2017,59267.90679121397,58043.90679121397,1224,26778.99739123425,24429.96219358507,City
Lakewood,2018,58705.320646830194,57519.320646830194,1186,26554.95139504513,24260.78098585022,City
Lakewood,2019,59023.268480276005,57812.268480276005,1211,26614.001953157433,24307.245536760267,City
Lakewood,2020,63906.52083276108,62786.92308421146,1119.5977485496203,27095.04941724942,25586.074053879634,City
Lakewood,2021,63887.405804686954,62825.808056137335,1061.5977485496203,27126.04513872781,25589.15254298618,City
Lakewood,2022,64087.25497947534,63053.657230925724,1033.5977485496203,27242.045562428888,25655.29366398319,City
Lynnwood,2010,35824.87586872983,35206.93621179131,617.9396569385209,14935.392547695805,14102.603169330656,City
Lynnwood,2011,35849.21576297288,35229.27610603436,619.9396569385209,14943.526020138432,14107.735608421872,City
Lynnwood,2012,35890.588337397465,35270.648680458944,619.9396569385209,14958.068354308773,14116.603900638327,City
Lynnwood,2013,35950.47222100601,35330.53256406749,619.9396569385209,14964.050786712338,14139.067550686495,City
Lynnwood,2014,36020.523268317374,35400.583611378854,619.9396569385209,14994.050247724224,14167.05619778933,City
Lynnwood,2015,36411.00880883448,35790.06915189596,620.9396569385209,15009.22609153526,14300.437697812884,City
Lynnwood,2016,36575.576111959606,35949.636455021086,625.9396569385209,15027.840357466413,14362.545396758658,City
Lynnwood,2017,37032.31473847812,36402.3750815396,629.9396569385209,15079.408359690382,14529.35929324466,City
Lynnwood,2018,37629.19835343585,36999.38838276137,629.8099706744867,15794.565853481885,15205.148313952528,City
Lynnwood,2019,38789.09462924075,38159.28465856627,629.8099706744867,16048.78193975572,15439.68442514729,City
Lynnwood,2020,38584.60547852132,37958.60547852132,626,16219.269513991163,15408.19076616994,City
Lynnwood,2021,38666.55197317419,38026.55197317419,640,16235.258157796316,15416.73622766032,City
Lynnwood,2022,38756.53729030537,38066.53729030537,690,16253.258152939201,15218.023653891705,City
Maple Valley,2010,22698.524598930482,22698.524598930482,0,8002.403208556149,7684.314973262031,City
Maple Valley,2011,22944.584538564897,22944.584538564897,0,8110.403200926755,7764.321967032632,City
Maple Valley,2012,23354.675269733074,23354.675269733074,0,8250.388386448245,7891.381628287795,City
Maple Valley,2013,23924.84911944203,23924.84911944203,0,8411.387398620467,8068.874631834987,City
Maple Valley,2014,24245.126141413646,24245.126141413646,0,8478.386211033683,8165.488224054339,City
Maple Valley,2015,24715.068095795355,24715.068095795355,0,8630.371929206822,8317.273925485586,City
Maple Valley,2016,24803.102577140002,24803.102577140002,0,8654.361964359257,8341.538990201552,City
Maple Valley,2017,24913.124244411523,24913.124244411523,0,8700.361980273698,8375.531985020389,City
Maple Valley,2018,25292.32558770158,25292.32558770158,0,8830.05511663521,8500.20336994233,City
Maple Valley,2019,26193.575369155868,26193.575369155868,0,9285.54260252083,8886.52989210917,City
Maple Valley,2020,28013.291323697045,28013.291323697045,0,9435.015082956259,9217.951864933537,City
Maple Valley,2021,28640.2896826127,28640.2896826127,0,9650.015068889563,9413.963665121551,City
Maple Valley,2022,28920.4530083155,28920.4530083155,0,9856.074178397566,9528.190894158088,City
Marysville,2010,60020.90882352941,59420.90882352941,600,22364.649019607845,21220.414705882355,City
Marysville,2011,60660.858670039976,60071.858670039976,589,22650.6373125497,21420.085517835618,City
Marysville,2012,61360.78848438497,60771.78848438496,589,22869.627409784935,21648.286774661963,City
Marysville,2013,62099.89806220602,61466.89806220602,633,23065.464685050414,21870.799225390427,City
Marysville,2014,62599.93213324734,61978.93213324734,621,23265.460688857005,22055.219922785433,City
Marysville,2015,64140.090981457746,63519.090981457746,621,23611.460733918117,22603.17256478118,City
Marysville,2016,64937.69366989182,64319.69366989182,618,23829.59487482286,22901.24483154264,City
Marysville,2017,65897.74834465887,65276.748344658874,621,24300.56700861828,23301.22975513982,City
Marysville,2018,67033.24620813031,66409.24620813031,624,24761.694414867183,23768.743462786835,City
Marysville,2019,67813.28072517605,67176.28072517605,637,25056.694413995465,24052.502838218614,City
Marysville,2020,70714.00000357628,70292.00000357628,422,25723,24889.000012159348,City
Marysville,2021,71249.99993681908,70792.99993681908,457,25939.999998927116,25062.626946926117,City
Marysville,2022,72380.0000462532,71908.0000462532,472,26438.999987065792,25425.928035974503,City
Medina,2010,2971.5333333333333,2971.5333333333333,0,1162.9666666666667,1061.9666666666667,City
Medina,2011,2972.572735762596,2972.572735762596,0,1163.9666666666667,1058.3356691281,City
Medina,2012,2992.561165157954,2992.561165157954,0,1171.966668812434,1065.3298667589825,City
Medina,2013,3002.58755685091,3002.58755685091,0,1174.9666683355968,1067.9570710817973,City
Medina,2014,3057.570467042923,3057.570467042923,0,1184.9666683355968,1086.0800731341044,City
Medina,2015,3097.572890543938,3097.572890543938,0,1198.9666683355968,1100.9031312425932,City
Medina,2016,3167.5688319126766,3167.5688319126766,0,1209.970334994793,1124.6226384798686,City
Medina,2017,3207.5574596007664,3207.5574596007664,0,1220.9696692903835,1139.2123353083928,City
Medina,2018,3247.9179385503135,3247.9179385503135,0,1235.1393340508143,1152.3789276123048,City
Medina,2019,3247.9369852224986,3247.9369852224986,0,1234.139005947113,1152.2742689291636,City
Medina,2020,2916.9763904571532,2916.9763904571532,0,1131.8,1015.7481952190399,City
Medina,2021,2921.9677970886232,2921.9677970886232,0,1122.799991416931,997.118207025528,City
Medina,2022,2916.97857131958,2916.97857131958,0,1132.7999995231628,1004.3953941345214,City
Mercer Island,2010,22689.56,22621.56,68,9926.16,9105.44,City
Mercer Island,2011,22700.558359389306,22632.558359389306,68,9929.161105213165,9105.768684501649,City
Mercer Island,2012,22680.531573495864,22612.531573495864,68,9922.155444831847,9086.372668316364,City
Mercer Island,2013,22710.505174207687,22642.505174207687,68,9925.15544358015,9082.40326359272,City
Mercer Island,2014,23300.626477098464,23232.626477098464,68,10098.22216170311,9332.113497793674,City
Mercer Island,2015,23471.158008699418,23471.158008699418,0,10187.341733458043,9436.100534842015,City
Mercer Island,2016,23651.121531066896,23651.121531066896,0,10225.341699602604,9499.649583330154,City
Mercer Island,2017,24201.122202763556,24201.122202763556,0,10445.372108075619,9716.453234801293,City
Mercer Island,2018,24260.98558431924,24260.98558431924,0,10469.325112598111,9710.714919557475,City
Mercer Island,2019,24460.811071649947,24460.811071649947,0,10502.27736709455,9722.733392931295,City
Mercer Island,2020,25737.419237708622,25573.419237708622,164,10566.247787610619,9923.43421512684,City
Mercer Island,2021,25779.29859805107,25615.29859805107,164,10585.20668231386,9929.024239293769,City
Mercer Island,2022,25769.273162303773,25605.273162303773,164,10585.204162963724,9904.012666117302,City
Mill Creek,2010,18226.527777777777,18221.527777777777,4.999999999999999,7916.027777777778,7545.027777777777,City
Mill Creek,2011,18352.57704987791,18347.57704987791,4.999999999999999,7984.027794467079,7590.033181402418,City
Mill Creek,2012,18432.532356672815,18427.532356672815,4.999999999999999,7998.027786837684,7621.012082841661,City
Mill Creek,2013,18582.518186595706,18577.518186595706,4.999999999999999,8044.02778588401,7674.283987787035,City
Mill Creek,2014,18762.50159745746,18757.501597457464,4.999999999999999,8125.02778230773,7747.662059307098,City
Mill Creek,2015,19742.03687320815,19737.03687320815,4.999999999999999,8466.843774424658,8190.829029798508,City
Mill Creek,2016,19882.033256981107,19877.033256981107,4.999999999999999,8546.843756781684,8263.297999408509,City
Mill Creek,2017,19942.03544921345,19937.03544921345,4.999999999999999,8571.839766389794,8281.118398328621,City
Mill Creek,2018,20451.926993714438,20446.926993714438,5,8773.839781648583,8475.127651406658,City
Mill Creek,2019,20571.938315153122,20566.938315153122,5,8832.839766389794,8540.112715654903,City
Mill Creek,2020,20926.00008702278,20856.00008702278,70,9068,8703.000034928322,City
Mill Creek,2021,20930.000022888184,20860.000022888184,70,9068.000003695488,8699.057046532631,City
Mill Creek,2022,21510.00009870529,21440.00009870529,70,9449.999986767769,9004.06092196703,City
Milton,2010,7722.720607553366,7717.720607553366,4.999999999999998,3371.785714285714,3177.395347564313,City
Milton,2011,7730.495550534591,7725.495550534591,4.999999999999998,3376.78571833883,3181.400705277104,City
Milton,2012,7739.493518555097,7734.493518555097,4.999999999999998,3377.7762840622163,3182.0764333526554,City
Milton,2013,7790.5940578315185,7785.5940578315185,4.999999999999998,3374.7762742870545,3188.805205428059,City
Milton,2014,7893.788232506507,7888.788232506507,4.999999999999998,3500.4866878517223,3250.098094842945,City
Milton,2015,8042.194233030952,8037.194233030952,4.999999999999998,3514.0082940875427,3334.807140449256,City
Milton,2016,8033.204249600691,8022.204249600691,10.999999999999998,3637.3370011291067,3382.927877031447,City
Milton,2017,8235.045278853864,8214.045278853864,20.999999999999996,3652.678269420656,3471.303907310915,City
Milton,2018,8178.163862919929,8157.163862919929,21,3633.3272836403994,3451.4643767464127,City
Milton,2019,8196.404342115977,8175.404342115977,21,3643.5352045134846,3461.0729086570973,City
Milton,2020,8691.546249942576,8544.546249942576,147,3647.8643288301237,3523.07746670954,City
Milton,2021,8689.879894451611,8542.879894451611,147,3650.0643627604036,3517.084288438819,City
Milton,2022,8689.845884462362,8542.845884462362,147,3651.0507709161952,3518.0698816298263,City
Monroe,2010,17409.473452314556,14800.473452314556,2609,5343.926770775237,5060.400836586727,City
Monroe,2011,17435.35287506821,14854.35287506821,2581,5363.926763145842,5077.40247792312,City
Monroe,2012,17457.575769835454,14897.575769835454,2560,5388.926773755469,5097.381562706291,City
Monroe,2013,17577.458969382766,14910.458969382766,2667,5386.926137741398,5098.711690356967,City
Monroe,2014,17727.500171401192,15030.50017140119,2697,5421.837871794759,5133.418027198826,City
Monroe,2015,17688.43048383397,15113.43048383397,2575,5433.837855582296,5156.355887715509,City
Monroe,2016,18188.897683251522,15581.897683251522,2607,5520.777382527831,5300.814734967647,City
Monroe,2017,18421.408091574147,15900.408091574147,2521,5623.318127209331,5405.0007993938,City
Monroe,2018,18934.977856773556,16316.977856773556,2618,5747.855273569964,5532.137592465751,City
Monroe,2019,19324.810188712385,16684.810188712385,2640,5870.602758388253,5649.899929148421,City
Monroe,2020,19779.181805307217,17205.181805307217,2574,6256.318181818182,5996.4090894785795,City
Monroe,2021,20036.650196790695,17885.650196790695,2151,6550.345266949047,6254.550636594946,City
Monroe,2022,19878.79406246272,18256.79406246272,1622,6698.158158556982,6380.660859855739,City
Mountlake Terrace,2010,19905.458333333332,19809.458333333332,96,8601.125,8191.125,City
Mountlake Terrace,2011,19986.458558559418,19890.458558559418,96,8642.12500114739,8222.537269850573,City
Mountlake Terrace,2012,20086.450029929478,19990.450029929478,96,8683.122022762895,8255.06556302309,City
Mountlake Terrace,2013,20156.441187938053,20060.441187938053,96,8688.122024670243,8271.607527077198,City
Mountlake Terrace,2014,20526.4529885451,20430.4529885451,96,8882.122009888291,8448.140558381876,City
Mountlake Terrace,2015,21086.478863596916,20966.478863596916,120,8991.122014656663,8654.920625348886,City
Mountlake Terrace,2016,21086.502527356148,20974.502527356148,112,8989.122008696198,8656.559735298157,City
Mountlake Terrace,2017,21286.550423900288,21165.550423900288,121,9102.122007265687,8754.821452081203,City
Mountlake Terrace,2018,21556.546309947968,21434.546309947968,122,9120.122000589967,8807.735462725163,City
Mountlake Terrace,2019,21586.569328864414,21464.569328864414,122,9143.122000589967,8826.651540656885,City
Mountlake Terrace,2020,21289.971953988075,21053.971953988075,236,9204,8765.97705256939,City
Mountlake Terrace,2021,21983.96904337406,21747.96904337406,236,9674.000056028366,9137.490027785301,City
Mountlake Terrace,2022,22073.9610247612,21837.9610247612,236,9675.000056028366,9189.47596681118,City
Mukilteo,2010,20177.827493757508,20148.827493757508,28.999999999999996,8520.8466389993,8031.552581916563,City
Mukilteo,2011,20233.758517004433,20204.758517004433,28.999999999999996,8547.82716939201,8047.665387092014,City
Mukilteo,2012,20283.720869738827,20254.720869738827,28.999999999999996,8563.827217218777,8066.283244117896,City
Mukilteo,2013,20363.510765514995,20334.510765514995,28.999999999999996,8576.827138963099,8089.3174687949895,City
Mukilteo,2014,20463.83928048252,20434.83928048252,28.999999999999996,8614.953765659639,8122.257965309349,City
Mukilteo,2015,20822.80858904051,20793.80858904051,28.999999999999996,8637.987092502208,8263.761661024655,City
Mukilteo,2016,20991.879911720323,20962.879911720323,28.999999999999996,8652.932839363528,8329.82919259791,City
Mukilteo,2017,21161.643928547066,21132.643928547066,28.999999999999996,8669.081831266947,8388.043035375305,City
Mukilteo,2018,21200.1972024597,21156.197202459698,44,8641.924038340803,8356.47936663363,City
Mukilteo,2019,21230.53859313672,21151.53859313672,79,8639.067621173977,8349.774861164875,City
Mukilteo,2020,21450.494573167816,21318.494573167816,132,8678.608636035937,8356.791360936333,City
Mukilteo,2021,21472.54312999053,21340.54312999053,132,8686.624784504802,8363.80960944118,City
Mukilteo,2022,21502.705663730467,21370.705663730467,132,8706.646838580833,8378.867897442191,City
Newcastle,2010,10351.192089631133,10318.503546099291,32.688543531843074,4215.003039513677,4009.51367781155,City
Newcastle,2011,10381.16901771897,10348.480474187127,32.688543531843074,4233.984281788844,4015.694535846104,City
Newcastle,2012,10431.156230631743,10398.467687099901,32.688543531843074,4262.970096438006,4034.7411564127774,City
Newcastle,2013,10610.469462841651,10577.780919309807,32.688543531843074,4332.752590989753,4116.229050644082,City
Newcastle,2014,10820.406688063875,10787.718144532033,32.688543531843074,4388.742343849566,4197.360081846651,City
Newcastle,2015,10910.520634862602,10877.832091330758,32.688543531843074,4416.784907054635,4229.75170922847,City
Newcastle,2016,11059.072582500254,11026.38403896841,32.688543531843074,4434.3300505910365,4274.221811826589,City
Newcastle,2017,11248.893425556113,11216.204882024269,32.688543531843074,4537.251220055023,4369.884295564714,City
Newcastle,2018,12376.438706529487,12343.859122881813,32.57958364767241,5174.394598601356,4969.656012780137,City
Newcastle,2019,12416.564371774088,12383.984788126416,32.57958364767241,5200.357271576685,4992.619667573581,City
Newcastle,2020,12983.90023446495,12952.221496381759,31.678738083190776,5458.540952380952,5119.967790100461,City
Newcastle,2021,13277.307457863522,13245.628719780332,31.678738083190776,5749.540952380952,5306.158918688638,City
Newcastle,2022,13527.073352389594,13495.394614306404,31.678738083190776,5794.5511502445315,5407.935579913116,City
Normandy Park,2010,6319.753267973856,6319.753267973856,0,2826.9166666666665,2613.7892156862745,City
Normandy Park,2011,6329.746588055605,6329.746588055605,0,2830.916659037272,2616.8509426522096,City
Normandy Park,2012,6334.749559026917,6334.749559026917,0,2832.916659037272,2617.854178766799,City
Normandy Park,2013,6334.751711173774,6334.751711173774,0,2834.916659037272,2618.9005476937573,City
Normandy Park,2014,6359.702312195223,6359.702312195223,0,2840.916659037272,2627.9805507535248,City
Normandy Park,2015,6404.65972962021,6404.65972962021,0,2855.916664759318,2645.125293613259,City
Normandy Park,2016,6524.147677751927,6524.147677751927,0,2857.9166752497354,2683.373361045239,City
Normandy Park,2017,6578.869403861707,6578.869403861707,0,2862.875008583069,2698.7375126118754,City
Normandy Park,2018,6575.331016699473,6575.331016699473,0,2863.750008583069,2699.754996905919,City
Normandy Park,2019,6590.260946588579,6590.260946588579,0,2863.750008583069,2703.7314241103877,City
Normandy Park,2020,6765.481373865234,6666.481373865234,99,2804.4652981427175,2668.6309187920237,City
Normandy Park,2021,6779.421707208789,6680.421707208789,99,2809.4427688576257,2672.6288969705442,City
Normandy Park,2022,6784.458922853684,6685.458922853684,99,2815.4514421701197,2673.769377433001,City
North Bend,2010,5851.987288135593,5808.987288135593,43,2391.192620056497,2253.3903601694915,City
North Bend,2011,5924.361503766755,5886.361503766755,38,2395.192352634702,2253.0348206182657,City
North Bend,2012,5950.208710320925,5915.208710320925,35,2408.1738105833865,2257.0087558051287,City
North Bend,2013,6116.475136629605,6074.475136629605,42,2470.2528918883895,2313.0927646877403,City
North Bend,2014,6378.243902741852,6326.243902741852,52,2548.2518881532433,2395.4058312329194,City
North Bend,2015,6559.131023150379,6505.131023150379,54,2613.569913950849,2454.1230698379422,City
North Bend,2016,6550.691478343333,6503.691478343333,47,2637.5699096593144,2482.2090861352826,City
North Bend,2017,6583.54907725322,6534.54907725322,49,2646.7160437479192,2493.206706184957,City
North Bend,2018,6793.834574375454,6741.834574375454,52,2724.475300516876,2561.0793169749095,City
North Bend,2019,6930.957355989533,6886.957355989533,44,2776.4415800154065,2606.144135892802,City
North Bend,2020,7461.000017404556,7407.000017404556,54,2951,2775.019995827228,City
North Bend,2021,7685.000030040741,7638.000030040741,47,3030.999977350235,2839.8780050724745,City
North Bend,2022,7914.999902009964,7847.999902009964,67,3149.000001311302,2904.89602611959,City
Orting,2010,6675.688888888889,6497.688888888889,178,2334.911111111111,2159.777777777778,City
Orting,2011,6699.768447303772,6525.768447303772,173.99999999999997,2346.9111154026455,2168.724998123116,City
Orting,2012,6719.223394536973,6575.223394536973,144,2360.7647337489657,2181.768927521176,City
Orting,2013,6859.070761627621,6712.070761627621,147,2402.7647265964083,2223.3518234199946,City
Orting,2014,6994.150158601336,6864.150158601336,130,2459.7647356563143,2268.4316785176593,City
Orting,2015,7218.260078292423,7094.260078292423,124,2523.631937532955,2337.274795741505,City
Orting,2016,7457.785658370124,7339.785658370124,118,2558.3369499391983,2404.9495900419024,City
Orting,2017,7755.815635437436,7650.815635437436,105,2653.823462193542,2499.009555849764,City
Orting,2018,8049.573972335912,7969.573972335912,80,2759.2766100594554,2592.9197854951276,City
Orting,2019,8321.559335036196,8217.559335036196,104,2820.9602545194707,2662.612485849655,City
Orting,2020,8975.473595093037,8844.473595093037,131,2977.896551724138,2895.160974194264,City
Orting,2021,8944.424687961053,8840.424687961053,104,2975.896543141069,2891.275375682732,City
Orting,2022,8989.081604390309,8885.081604390309,104,2994.753375933088,2906.1466625271173,City
Pacific,2010,6591.899955713153,6513.9702380952385,77.92971761791435,2417.684523809524,2264.720238095238,City
Pacific,2011,6590.883063847649,6512.953346229735,77.92971761791435,2414.6850678267933,2257.5870805013747,City
Pacific,2012,6605.8620129914225,6527.932295373508,77.92971761791435,2416.701064044521,2253.3329743033364,City
Pacific,2013,6745.880869891501,6667.951152273587,77.92971761791435,2469.7030726018406,2298.210094502994,City
Pacific,2014,6815.861145584895,6737.931427966981,77.92971761791435,2483.7030703666665,2317.7865015949524,City
Pacific,2015,6825.833985695356,6747.904268077442,77.92971761791435,2482.7020707967736,2314.800234930856,City
Pacific,2016,6875.842904014786,6797.913186396871,77.92971761791435,2474.7133302376383,2322.707031005905,City
Pacific,2017,6895.768101354979,6817.838383737065,77.92971761791435,2478.706570832502,2318.171128834997,City
Pacific,2018,6901.0040442153595,6823.068572710121,77.93547150523895,2480.7613448631805,2318.204943981327,City
Pacific,2019,6897.795343970164,6819.8598724649255,77.93547150523895,2473.0783876481596,2312.127956604697,City
Pacific,2020,7232.250054359436,7203.250054359436,29,2483.75,2398.7500212192535,City
Pacific,2021,7252.25070142746,7223.25070142746,29,2490.75,2405.744004011154,City
Pacific,2022,7267.25204205513,7238.25204205513,29,2497.7500007152557,2409.8640002012253,City
Port Orchard,2010,12193.361953883197,11414.914451443497,778.4475024397008,5066.961354173698,4681.914834901555,City
Port Orchard,2011,12440.152732157698,11629.705229717996,810.4475024397008,5193.77255212423,4760.374975457602,City
Port Orchard,2012,12807.653528232393,12002.206025792693,805.4475024397008,5327.513855471278,4914.786418419901,City
Port Orchard,2013,12620.454336710487,11816.006834270787,804.4475024397008,5406.355397254341,4970.103624861849,City
Port Orchard,2014,12899.380192421522,12155.932689981822,743.4475024397008,5558.619808307875,5112.93208863505,City
Port Orchard,2015,13247.405087551531,12445.957585111832,801.4475024397008,5721.671274635962,5241.748062363462,City
Port Orchard,2016,13537.947776114499,12740.500273674797,797.4475024397008,5814.615052419199,5350.243313089227,City
Port Orchard,2017,13715.436577158967,12922.989074719268,792.4475024397008,5884.449466176478,5419.621127429305,City
Port Orchard,2018,13844.388305518349,13058.267473234062,786.1208322842858,5919.035854301443,5471.715628341735,City
Port Orchard,2019,14071.208337217187,13301.0875049329,770.1208322842858,6022.491095532959,5564.240301071189,City
Port Orchard,2020,15581.754359878285,15024.754359878285,557,6203.8672612197925,5836.098095199152,City
Port Orchard,2021,15954.405224661938,15324.405224661938,630,6279.844911832009,5890.994116927289,City
Port Orchard,2022,16394.56188699818,15718.561886998183,676,6520.8449486080735,6105.271745863248,City
Poulsbo,2010,9243.3,8966.3,277,4131.5,3898.9,City
Poulsbo,2011,9203.878880500793,8922.878880500793,281,4152.514988183975,3900.7858835220336,City
Poulsbo,2012,9318.547331058979,9055.547331058979,263,4189.513929677009,3947.248786127567,City
Poulsbo,2013,9543.556570041179,9273.556570041179,270,4279.545708143339,4031.2138889193534,City
Poulsbo,2014,9733.500575089454,9462.500575089454,271,4349.551105093583,4103.287722599506,City
Poulsbo,2015,9908.5525906384,9653.5525906384,255,4440.551113438233,4172.351900660991,City
Poulsbo,2016,10168.327784919738,9905.327784919738,263,4529.551078509911,4269.656113404036,City
Poulsbo,2017,10468.16013737917,10188.16013737917,280,4651.530092846974,4384.023876285553,City
Poulsbo,2018,10801.611241903269,10534.611241903269,267,4774.071562956849,4523.2648243222275,City
Poulsbo,2019,11131.57942217611,10861.57942217611,270,4937.080635870257,4674.18346650921,City
Poulsbo,2020,11974.999983787537,11609.999983787537,365,5116,4891.000016987324,City
Poulsbo,2021,11996.525432892502,11633.999982118607,362.525450773895,5131.000000953674,4900.991991579533,City
Poulsbo,2022,12177.637260630672,11819.999954104424,357.6373065262486,5229.000007271767,4982.290956616402,City
Puyallup,2010,37304.500848765434,36594.500848765434,710,16291.592978395061,15063.332638888889,City
Puyallup,2011,37521.980156887315,36832.980156887315,689,16430.59292379721,15156.017653673225,City
Puyallup,2012,37902.261296484794,37225.261296484794,677,16610.382581676964,15332.16239418483,City
Puyallup,2013,38263.11477462274,37590.11477462274,673,16764.38158517075,15472.993351919416,City
Puyallup,2014,38952.2442861348,38269.2442861348,683,16973.38157563401,15674.78032313085,City
Puyallup,2015,39230.8347547253,38570.8347547253,660,17057.909587711023,15771.310378335877,City
Puyallup,2016,40132.505041059296,39388.505041059296,744,17185.909597217964,16101.981276356144,City
Puyallup,2017,40786.06399413965,40032.06399413965,754,17322.91590344413,16315.999912178811,City
Puyallup,2018,41383.819487540495,40620.819487540495,763,17398.29603595819,16396.396290889807,City
Puyallup,2019,41859.32684793359,41134.32684793359,725,17558.8448990108,16564.94646667015,City
Puyallup,2020,43023.22236595154,42054.22236595154,969,18132.3,17037.34214920737,City
Puyallup,2021,43110.16418032646,42233.16418032646,877,18219.3004160285,17092.119159178623,City
Puyallup,2022,43259.55707476139,42337.55707476139,922,18275.3003647089,17116.499235621002,City
Redmond,2010,54511,54237,274,24330,22696,City
Redmond,2011,55324.674922168255,55070.674922168255,254,24755.00001692772,23111.48500239849,City
Redmond,2012,55534.752176404,55288.752176404,246,24914.709995925426,23218.16485440731,City
Redmond,2013,56014.802957654,55768.802957654,246,25016.346000552177,23390.61009222269,City
Redmond,2014,57875.762217760086,57644.762217760086,231,25630.345984578133,24181.635964989662,City
Redmond,2015,59356.02895438671,59104.02895438671,252,26222.345985531807,24819.01503610611,City
Redmond,2016,60743.364089250565,60499.364089250565,244,26592.376005768776,25355.11198180914,City
Redmond,2017,62293.82124996185,62028.82124996185,265,27252.375016391277,25855.08199173212,City
Redmond,2018,63923.42687034607,63658.42687034607,265,27812.371041834354,26519.610010802746,City
Redmond,2019,65732.13497626781,65506.134976267815,226,28533.37098157406,27152.16487979889,City
Redmond,2020,73256.00015592575,72834.00015592575,422,31738,29693.00004172325,City
Redmond,2021,73909.99999988079,73487.99999988079,422,32467.999908566475,30034.12196546793,City
Redmond,2022,75270.00013518333,74840.00013518333,430,33162.999891996384,30582.987147927284,City
Renton,2010,91961.71802361852,91269.29555939842,692.4224642200949,39296.22046160935,36365.6944233271,City
Renton,2011,93594.6946073105,92902.27214309042,692.4224642200949,40121.94614118132,37048.6771592974,City
Renton,2012,94261.20676373765,93568.78429951755,692.4224642200949,40540.7228770913,37656.621241522174,City
Renton,2013,95583.20698839462,94890.78452417454,692.4224642200949,40844.08222276793,38185.21128432043,City
Renton,2014,97169.6905844607,96477.2681202406,692.4224642200949,41082.40985023086,38590.374188614354,City
Renton,2015,98444.5952020396,97752.1727378195,692.4224642200949,41320.7675650461,39131.024874453935,City
Renton,2016,101293.07696894565,100600.65450472556,692.4224642200949,42036.18242304816,40172.56118565311,City
Renton,2017,102698.48926924219,102031.0668050221,667.4224642200949,42455.658616383436,40438.37196749403,City
Renton,2018,104130.27241764232,103462.74069672587,667.5317209164365,42683.53285311604,40606.71402892643,City
