name,year,total_population,household_population,group_quarters,housing_units,households,geography
Bonney Lake,2015,19704.580486536026,19648.580486536026,56,7211.979048550129,6789.311987996101,City
Bonney Lake,2016,20219.270589590073,20163.270589590073,56,7315.351988315582,6959.489982485771,City
Bonney Lake,2017,20721.138021230698,20665.138021230698,56,7391.351988554001,7032.410011827945,City
Bonney Lake,2018,20941.575561761856,20885.575561761856,56,7439.352006316185,7109.564021229743,City
Bonney Lake,2019,21061.61356830597,21005.61356830597,56,7479.352003872395,7147.799026072025,City
Bonney Lake,2020,21763.000027418137,21737.000027418137,25.99999999999999,7606,7365.0100018475205,City
Bonney Lake,2021,23522.96194243431,23496.96194243431,25.99999999999999,8131.999962806702,7766.9380110595375,City
Bonney Lake,2022,23002.94798374176,22976.94798374176,25.99999999999999,8178.999926447868,7846.564972235821,City
Bothell,2010,39825.14371057739,39459.14371057739,366,16938.710759340127,15970.725436681223,City
Bothell,2011,40159.95962336859,39805.95962336859,354,17094.69145205497,16074.553728786155,City
Bothell,2012,40587.12170709306,40232.12170709306,355,17204.763711408235,16198.250618821012,City
Bothell,2013,41180.58793295086,40825.58793295086,355,17359.861358505033,16367.763463076551,City
Bothell,2014,41574.48377407426,41219.48377407426,355,17545.76493197856,16592.934561477916,City
Bothell,2015,42565.29299518864,42195.29299518864,370,17867.567751884315,16989.784760837436,City
Bothell,2016,43904.04327446429,43308.04327446429,596,18226.415954208762,17395.682410549416,City
Bothell,2017,44292.83831630558,43690.83831630558,602,18395.017061829203,17563.628735838356,City
Bothell,2018,45076.72463224489,44510.72463224489,566,18698.275451994596,17853.795811599102,City
Bothell,2019,46565.52778680044,46020.52778680044,545,19338.798759349585,18447.309492412478,City
Bothell,2020,48160.824100413774,47690.824100413774,470,20137.980952380953,19148.9762482961,City
Bothell,2021,48329.77284782898,48013.77284729254,316.0000005364418,20296.959273295175,19292.34478260676,City
Bothell,2022,48939.74600630601,48554.74600630601,385,20584.947524487405,19522.107946167675,City
Bremerton,2010,37683.445647465865,33428.445647465865,4255,17219.285183000513,14887.631133512197,City
Bremerton,2011,38744.88976543803,33561.88966959376,5183.000095844269,17223.18070896663,15202.927071436676,City
Bremerton,2012,39604.50708335338,33813.50708335338,5791,17398.20077357225,15232.430639937427,City
Bremerton,2013,37806.08374933469,33760.08365778196,4046.0000915527344,17548.04532767213,15328.429201499617,City
Bremerton,2014,38137.61254933089,33565.61265280455,4571.999896526337,17589.13375748937,15262.273344335163,City
Bremerton,2015,39363.12672228474,34173.12662644047,5190.000095844269,17502.46613125689,15258.717671596392,City
Bremerton,2016,40450.66381960879,35285.6639378644,5164.999881744385,17843.22802505629,15718.286842684158,City
Bremerton,2017,40583.75984148388,35237.75984148388,5346,17920.97479032158,15660.333934126007,City
Bremerton,2018,41603.057985122796,36302.057911213036,5301.0000739097595,18400.420946353555,16178.551675351078,City
Bremerton,2019,42180.37243620601,36825.37235419002,5355.000082015991,18407.029893629115,16243.421818287674,City
Bremerton,2020,43328.25044955401,38695.25044955401,4633,18252.044228043793,16717.55086692649,City
Bremerton,2021,43780.55142125335,39533.551444141536,4246.999977111816,18664.473475985673,17025.037677879387,City
Bremerton,2022,45031.36516242233,40222.366114189295,4808.999048233032,19017.5140363991,17414.78454791135,City
Brier,2010,6217.447023809524,6203.447023809524,13.999999999999996,2272.5916666666667,2215.7636904761907,City
Brier,2011,6230.2099486237485,6216.2099486237485,13.999999999999996,2278.57809157258,2218.918000191734,City
Brier,2012,6285.267213451295,6271.267213451295,13.999999999999996,2301.509589555718,2236.912237680526,City
Brier,2013,6361.2351887782415,6347.2351887782415,13.999999999999996,2319.5084991483463,2255.9541163716995,City
Brier,2014,6393.261193672816,6379.261193672816,13.999999999999996,2330.197653427578,2262.5157782526244,City
Brier,2015,6548.986924408731,6534.986924408731,13.999999999999996,2356.197653427578,2305.768073039963,City
Brier,2016,6530.740346941494,6516.740346941494,13.999999999999996,2353.7694087965147,2293.690704389981,City
Brier,2017,6536.107988303048,6522.107988303048,13.999999999999996,2356.769415472235,2293.6841113646824,City
Brier,2018,6585.392172813843,6571.392172813843,13.999999999999995,2356.099433167952,2289.596128937215,City
Brier,2019,6640.360518241502,6626.360518241502,13.999999999999995,2378.2387137547007,2308.119169100913,City
Brier,2020,6560.000008583069,6549.000008583069,11.000000000000005,2413,2376.9999952316284,City
Brier,2021,6570.0000829696655,6559.0000829696655,11.000000000000005,2417.999988555908,2380.0029833316803,City
Brier,2022,6590.000045776367,6579.000045776367,11.000000000000005,2426.9999825954437,2383.000993013382,City
Buckley,2010,4354,3980,374,1669,1591,City
Buckley,2011,4344.999972343445,3982.999972343445,362,1673.0000116825104,1589.1080076694489,City
Buckley,2012,4365.0000166893005,4011.0000166893005,354,1682.0000112652779,1602.6079872250557,City
Buckley,2013,4370.000004887581,4027.000004887581,343,1688.9999964237213,1606.129995405674,City
Buckley,2014,4430.000020265579,4053.000020265579,377,1698.9999949932098,1615.1459947824478,City
Buckley,2015,4439.999983549118,4088.999983549118,351,1712.9999952316284,1629.14999461174,City
Buckley,2016,4549.99999332428,4208.99999332428,341,1744.9999890327454,1669.1019965410233,City
Buckley,2017,4669.99999666214,4340.99999666214,329,1785.0000185370445,1706.7360038161278,City
Buckley,2018,4764.9999787807465,4444.9999787807465,320,1828.0000039339066,1744.315992116928,City
Buckley,2019,4884.999981999397,4604.999981999397,280,1888.000016450882,1803.159003317356,City
Buckley,2020,5113.999960660934,4868.999960660934,245,1955.9999999999998,1851.0000132322311,City
Buckley,2021,5299.999985694885,5074.999985694885,225,2054.0000118017197,1925.567994236946,City
Buckley,2022,5315.000041246414,5112.000041246414,203,2071.000008583069,1938.5679985284805,City
Burien,2010,47741.062207056464,47344.062207056464,397,19768.501903338765,18314.96758111206,City
Burien,2011,47355.52000518959,46891.52000518959,464,19782.353699710227,18199.96055304558,City
Burien,2012,47425.926550731805,46967.926550731805,458,19828.278674151756,18369.71283872382,City
Burien,2013,47723.45857521706,47264.45857521706,459,19869.63949436845,18475.595667103335,City
Burien,2014,47933.225498757274,47494.225498757274,439,19956.40575558843,18569.996601744846,City
Burien,2015,48486.67711593169,48008.67711593169,478,20126.174844561334,18766.11809045117,City
Burien,2016,49667.9981950371,49176.9981950371,491,20183.174842653985,19151.048316985623,City
Burien,2017,50340.40776119377,49857.40776119377,483,20232.97654147982,19192.936441791797,City
Burien,2018,51751.58459706607,51267.58459706607,484,20766.803449838146,19690.694584325156,City
Burien,2019,51901.61355090999,51411.61355090999,490,20821.743149101556,19750.660413166483,City
Burien,2020,51952.8752691142,51434.8752691142,518,20737.334237288134,19827.22814128007,City
Burien,2021,52316.622293974666,51840.622293974666,476,20942.201750073917,20010.125836197843,City
Burien,2022,52375.2197048494,51912.21971170393,462.99999314546585,20972.67511374918,20033.633804007022,City
Carbonado,2010,610,610,0,218,208.00000000000003,City
Carbonado,2011,610,610,0,218,208.00000000000003,City
Carbonado,2012,610,610,0,218,208.00000000000003,City
Carbonado,2013,610,610,0,218,208.00000000000003,City
Carbonado,2014,609.9999952316284,609.9999952316284,0,219,208.0029985904693,City
Carbonado,2015,614.9999961853027,614.9999961853027,0,218.99999964237213,207.0589990615845,City
Carbonado,2016,634.9999992847443,634.9999992847443,0,225.99999988079065,213.5749976634979,City
Carbonado,2017,665.0000059604645,665.0000059604645,0,236.99999892711637,223.57500302791595,City
Carbonado,2018,664.9999902248383,664.9999902248383,0,237.99999892711637,222.6150037050247,City
Carbonado,2019,665.0000042915344,665.0000042915344,0,236.99999892711637,222.09399950504306,City
Carbonado,2020,734.0000038146973,734.0000038146973,0,244,235.01000286079946,City
Carbonado,2021,739.9999852180481,739.9999852180481,0,246.00000017881393,237.00800009816888,City
Carbonado,2022,739.9999852180481,739.9999852180481,0,246.00000017881393,237.00800009816888,City
Carnation,2010,1817,1817,0,676,642,City
Carnation,2011,1811.123000741005,1811.123000741005,0,673.0000030994415,636.6990003585815,City
Carnation,2012,1816.4380207061768,1816.4380207061768,0,676.0000025629997,638.7050010561943,City
Carnation,2013,1816.8100205659866,1816.8100205659866,0,676.0000025629997,638.7050010561943,City
Carnation,2014,1822.2649816274643,1822.2649816274643,0,675.9780024886131,642.4080037474632,City
Carnation,2015,1822.1879900693893,1822.1879900693893,0,678.9560031294823,641.2570015788078,City
Carnation,2016,1882.6040120124817,1882.6040120124817,0,694.9560020565987,658.1740002036095,City
Carnation,2017,2062.659007549286,2062.659007549286,0,761.9560015797615,721.7879971265793,City
Carnation,2018,2187.606010913849,2187.606010913849,0,805.9560063481331,763.7910008430481,City
Carnation,2019,2252.601985692978,2252.601985692978,0,827.9560006260872,785.7880019545555,City
Carnation,2020,2180.441093444824,2180.441093444824,0,822.75,777.0855456471444,City
Carnation,2021,2172.4449498414992,2172.4449498414992,0,820.7500014305115,773.1936427354813,City
Carnation,2022,2182.4215655803678,2182.4215655803678,0,827.7500007748604,774.4070508480072,City
Clyde Hill,2010,2936.3500563363577,2936.3500563363577,0,1084.4714611872146,1014.0740378343119,City
Clyde Hill,2011,2937.287192762064,2937.287192762064,0,1087.434560158467,1013.0752255805643,City
Clyde Hill,2012,2932.016795002678,2932.016795002678,0,1086.3592426722312,1005.7732361911179,City
Clyde Hill,2013,2936.02645720309,2936.02645720309,0,1085.9640060595289,1000.2935981238389,City
Clyde Hill,2014,2948.8412976279656,2948.8412976279656,0,1087.2748166254773,999.6741255134943,City
Clyde Hill,2015,2972.835921672487,2972.835921672487,0,1087.2108773219093,998.9709214236836,City
Clyde Hill,2016,3011.601428422909,3011.601428422909,0,1081.2409430310402,1000.0925651655597,City
Clyde Hill,2017,2965.945398572656,2965.945398572656,0,1070.2409466073188,970.7773322658395,City
Clyde Hill,2018,2995.4987821066197,2995.4987821066197,0,1080.1133154589625,978.1240695234519,City
Clyde Hill,2019,3005.288785178385,3005.288785178385,0,1085.130392163852,973.4580319992195,City
Clyde Hill,2020,3082.6562721251235,3082.6562721251235,0,1082.8724939855654,1014.9675029560572,City
Clyde Hill,2021,3066.129250911342,3066.129250911342,0,1076.8654597249142,997.7574602372649,City
Clyde Hill,2022,3065.468669603014,3065.468669603014,0,1077.7538301237316,990.1658291739017,City
Covington,2010,17565,17535,29.999999999999996,6078,5814,City
Covington,2011,17630.006004571915,17600.006004571915,29.999999999999996,6103.999999523163,5833.728002309799,City
Covington,2012,17750.006984472275,17720.006984472275,29.999999999999996,6150.00000333786,5871.045988082886,City
Covington,2013,18089.982004642487,18059.982004642487,29.999999999999996,6257.999990701675,5978.653059124947,City
Covington,2014,18469.97498846054,18439.97498846054,29.999999999999996,6364.999988079071,6097.921993255615,City
Covington,2015,18509.976960897446,18479.976960897446,29.999999999999996,6370.999983787537,6108.2849997878075,City
Covington,2016,18739.942009806633,18709.942009806633,29.999999999999996,6375.999988973141,6161.139023780823,City
Covington,2017,19839.885083913803,19809.885083913803,29.999999999999996,6968.972015082836,6732.124000549316,City
Covington,2018,20069.886005282402,20039.886005282402,29.99999999999999,7033.972018897533,6786.876010835171,City
Covington,2019,20269.882108926773,20239.882108926773,29.99999999999999,7098.972022712231,6847.906993210316,City
Covington,2020,20779.235266031104,20745.235266031104,34,7149.914893617021,7005.9148867028825,City
Covington,2021,20892.236053035613,20851.236053035613,41,7191.914889683115,7037.122298489226,City
Covington,2022,21202.289328869352,21156.289328869352,45.99999999999999,7398.938623315476,7139.564494120314,City
Darrington,2010,1342.8354118021653,1337.232142857143,5.603268945022288,642.7321428571429,566.3571428571429,City
Darrington,2011,1340.8511007153743,1335.247831770352,5.603268945022288,642.7353946481433,564.5460185919488,City
Darrington,2012,1340.8532149432142,1335.2499459981918,5.603268945022288,642.7353946481433,565.532768717834,City
Darrington,2013,1345.841788485877,1340.238519540855,5.603268945022288,643.7353946481433,566.535387984344,City
Darrington,2014,1345.8529313528293,1340.249662407807,5.603268945022288,643.7353946481433,566.535387984344,City
Darrington,2015,1345.8872170344175,1340.2839480893952,5.603268945022288,643.7353946481433,566.535387984344,City
Darrington,2016,1345.9137884785202,1340.3105195334979,5.603268945022288,643.7353946481433,566.535387984344,City
Darrington,2017,1395.7082006060832,1390.1049316610608,5.603268945022288,643.7353946481433,581.1775176439967,City
Darrington,2018,1395.6906896167145,1390.0672763586044,5.623413258110013,643.6815056085586,580.2301288127899,City
Darrington,2019,1405.6359603424266,1400.0125470843166,5.623413258110013,648.6552567958832,584.8057577695697,City
Darrington,2020,1461.9999997615814,1456.9999997615814,5.000000000000001,648,607.0000019073486,City
Darrington,2021,1469.9999799728394,1464.9999799728394,5.000000000000001,652,610.9999929666519,City
Darrington,2022,1490.0000071525574,1485.0000071525574,5.000000000000001,663.0000076293945,619.0010048747063,City
Des Moines,2010,29614.233337864443,29021.978270813343,592.2550670510996,12556.355133533556,11635.902040582992,City
Des Moines,2011,29621.80737789421,29040.928155351627,580.879222542583,12558.350093433113,11641.175012630842,City
Des Moines,2012,29642.056231907736,29024.927347168563,617.1288847391763,12556.346852206827,11631.47746257777,City
Des Moines,2013,29672.034314644072,29074.905429904895,597.1288847391763,12570.35575376143,11649.198141872545,City
Des Moines,2014,29971.697341652427,29388.468592034613,583.2287496178137,12672.234557261765,11776.294181881756,City
Des Moines,2015,30041.329645111466,29438.225726591947,603.103918519517,12655.253882699244,11767.823904629498,City
Des Moines,2016,30510.44924149714,29909.370289197283,601.0789522998576,12745.218446808301,11941.197840966463,City
Des Moines,2017,30800.213722286386,30271.01129010186,529.2024321845278,12708.226097568264,11917.378892050332,City
Des Moines,2018,31093.507698260375,30536.533998256848,556.9737000035302,12681.909411294713,11833.542415948334,City
Des Moines,2019,31533.914105497945,30958.513816021474,575.4002894764712,12878.911497008237,12019.147233322732,City
Des Moines,2020,32844.3360437823,32089.202552618666,755.1334911636344,13204.949859473509,12407.995007041356,City
Des Moines,2021,33057.477564151144,32349.37083817416,708.1067259769824,13362.215960047517,12475.935080814535,City
Des Moines,2022,33117.436088581,32441.35612779067,676.0799607903305,13373.22322853109,12481.75503008256,City
DuPont,2010,8148.826855123675,8148.826855123675,0,3223.833922261484,3007.4028268551237,City
DuPont,2011,8374.438949343172,8374.438949343172,0,3332.4317844975544,3085.3237573441265,City
DuPont,2012,8580.461701139335,8580.461701139335,0,3397.0807131979577,3167.575611335439,City
DuPont,2013,8794.72338189232,8794.72338189232,0,3514.771440061158,3277.282906242689,City
DuPont,2014,9115.059493857432,9115.059493857432,0,3713.771440061158,3445.392476542678,City
DuPont,2015,9189.778408681967,9189.778408681967,0,3713.771440061158,3482.8091105504927,City
DuPont,2016,9268.58077755581,9268.58077755581,0,3722.389814619462,3510.0135633212517,City
DuPont,2017,9323.256523005743,9323.256523005743,0,3728.3800416885756,3530.20323111059,City
DuPont,2018,9324.946003457731,9324.946003457731,0,3728.9819284076534,3529.7837582501497,City
DuPont,2019,9364.884109137964,9364.884109137964,0,3740.962808010007,3540.9638029327075,City
DuPont,2020,10080.629443170865,10080.629443170865,0,3767.728,3629.7641463901004,City
DuPont,2021,10109.698872493744,10109.698872493744,0,3779.728,3637.782773351073,City
DuPont,2022,10109.676872180939,10109.676872180939,0,3779.7260000257493,3637.7757733815906,City
Duvall,2010,6710.891304347826,6671.891304347826,39,2319.613043478261,2228.613043478261,City
Duvall,2011,6730.947754905016,6691.947754905016,39,2329.613047292958,2232.4585488052467,City
Duvall,2012,6916.07778646609,6876.07778646609,40,2408.6098357698193,2300.0790996826213,City
Duvall,2013,7136.251373198499,7096.251373198499,40,2479.609840538191,2371.0821239626925,City
Duvall,2014,7341.493150489745,7301.493150489745,40,2539.6061343524766,2432.5757079697173,City
Duvall,2015,7361.5029726852545,7321.5029726852545,40,2554.6028732009554,2450.242188562777,City
Duvall,2016,7441.645338420505,7402.645338420505,39,2563.5965839834316,2466.322603428882,City
Duvall,2017,7516.65792480759,7478.65792480759,38,2576.5965982885464,2471.501117402833,City
Duvall,2018,7672.102688676637,7633.102688676637,39,2629.0413505134006,2520.111196133587,City
Duvall,2019,7857.101003875015,7828.101003875015,29,2689.041849915174,2579.2888221686303,City
Duvall,2020,8034.00004863739,8034.00004863739,0,2778,2701.997002840042,City
Duvall,2021,8124.999982833862,8124.999982833862,0,2812.999994158745,2730.216998398304,City
Duvall,2022,8319.99993801117,8319.99993801117,0,2927.0000190734863,2809.20298576355,City
Eatonville,2010,2758,2758,0,1059,991.9999999999999,City
Eatonville,2011,2774.9999957084656,2774.9999957084656,0,1067,999.0029983520508,City
Eatonville,2012,2784.9999947547913,2784.9999947547913,0,1073.9999985694885,1004.9680063724518,City
Eatonville,2013,2815.0000064373016,2815.0000064373016,0,1076.0000135302544,1009.4810047149658,City
Eatonville,2014,2839.9999809265137,2839.9999809265137,0,1087.9999880194664,1017.0569834709169,City
Eatonville,2015,2879.9999920129776,2879.9999920129776,0,1101.9999889731407,1031.060994029045,City
Eatonville,2016,2925.0000323057175,2925.0000323057175,0,1114.0000034570694,1047.5829941034317,City
Eatonville,2017,2950.000034928322,2950.000034928322,0,1120.999990105629,1057.5080040693283,City
Eatonville,2018,2955.0000171661377,2955.0000171661377,0,1123.999990105629,1059.5060026645658,City
Eatonville,2019,2970.0000171661377,2970.0000171661377,0,1127.9999967813492,1064.356989145279,City
Eatonville,2020,2844.9999690055847,2844.9999690055847,0,1127,1053.9999924898148,City
Eatonville,2021,2874.9999997615814,2874.9999997615814,0,1143.0000019073486,1065.9999980926514,City
Eatonville,2022,2889.999987602234,2889.999987602234,0,1151.0000054836273,1070.109000325203,City
Edgewood,2010,9379.152425239228,9357.082142857143,22.070282382085644,3798.0297619047615,3606.2369047619045,City
Edgewood,2011,9397.142104228367,9375.07182184628,22.070282382085644,3802.029538063776,3611.2153396947047,City
Edgewood,2012,9417.14488130981,9395.074598927724,22.070282382085644,3809.0295304343813,3614.329263353348,City
Edgewood,2013,9452.136921303641,9430.066638921557,22.070282382085644,3821.0295514152162,3628.1087204910464,City
Edgewood,2014,9517.157889470629,9495.087607088542,22.070282382085644,3850.0295375869387,3651.157037952968,City
Edgewood,2015,9607.11753881321,9585.047256431126,22.070282382085644,3875.0295675084703,3677.4858306197893,City
Edgewood,2016,9727.028910045427,9704.95862766334,22.070282382085644,3889.0273079815365,3718.643884763831,City
Edgewood,2017,10412.233460277632,10330.163177895545,82.07028238208564,4181.076363262676,3996.2689897781324,City
Edgewood,2018,10981.91522946878,10899.850700974017,82.06452849476105,4454.944906626987,4231.536674700762,City
Edgewood,2019,11381.804602387927,11299.740073893165,82.06452849476105,4572.937201688943,4360.471759456373,City
Edgewood,2020,12322.512207340904,12251.512207340904,71,5123.5,4665.9999915044755,City
Edgewood,2021,13105.112638879113,13034.112638879113,71,5587.271893741154,5030.168174035348,City
Edgewood,2022,13515.114622148072,13444.114622148072,71,5768.271907927059,5186.348446729434,City
Edmonds,2010,39670.46526695315,39194.46526695315,476,18361.48568279806,17364.945278757656,City
Edmonds,2011,39761.41755263667,39281.41755263667,480,18379.485680413873,17386.61089450212,City
Edmonds,2012,39761.221300366946,39321.221300366946,440,18397.376996366467,17388.448424249542,City
