parcel_id	land_use_type_id	description	name	x_coord_sp	y_coord_sp
451772	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1272750	229085
451773	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1272690	229086
451774	30	Mixed Use	Seattle South Lake Union	1271080	230259
451775	30	Mixed Use	Seattle South Lake Union	1271010	230680
451776	14	Multi-Family Residential	Seattle South Lake Union	1271150	230588
451777	10	Industrial	Seattle South Lake Union	1271150	230768
451778	25	Transportation, Communication, Utilities	Seattle South Lake Union	1270930	229421
451779	30	Mixed Use	Seattle South Lake Union	1271120	229326
451780	3	Commercial	Seattle South Lake Union	1271130	229438
451781	20	Parking	Seattle South Lake Union	1271130	229538
451782	30	Mixed Use	Seattle South Lake Union	1271000	229900
451783	14	Multi-Family Residential	Seattle South Lake Union	1271000	229720
451784	18	Office	Seattle South Lake Union	1271140	229698
451785	18	Office	Seattle South Lake Union	1271140	229778
451786	18	Office	Seattle South Lake Union	1271140	229858
451787	18	Office	Seattle South Lake Union	1271140	229958
451788	3	Commercial	Seattle South Lake Union	1271380	229834
451789	18	Office	Seattle South Lake Union	1271330	229559
451790	20	Parking	Seattle South Lake Union	1271310	229499
451791	20	Parking	Seattle South Lake Union	1271280	229445
451792	20	Parking	Seattle South Lake Union	1271320	229287
451793	3	Commercial	Seattle South Lake Union	1271470	229292
451794	18	Office	Seattle South Lake Union	1271420	229293
451795	3	Commercial	Seattle South Lake Union	1271450	229393
451796	18	Office	Seattle South Lake Union	1271470	229469
451797	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273750	230339
451798	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273740	230260
451799	3	Commercial	Seattle First Hill/Capitol Hill	1273660	230277
451800	3	Commercial	Seattle First Hill/Capitol Hill	1273660	230355
451801	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273760	230750
451802	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273760	230601
451803	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273750	230542
451804	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273750	230482
451805	3	Commercial	Seattle First Hill/Capitol Hill	1273670	230514
451806	3	Commercial	Seattle First Hill/Capitol Hill	1273670	230594
451807	3	Commercial	Seattle First Hill/Capitol Hill	1273670	230633
451808	3	Commercial	Seattle First Hill/Capitol Hill	1273670	230703
451809	3	Commercial	Seattle First Hill/Capitol Hill	1273670	230782
451810	3	Commercial	Seattle First Hill/Capitol Hill	1273660	230978
451811	3	Commercial	Seattle First Hill/Capitol Hill	1273670	230997
451812	3	Commercial	Seattle First Hill/Capitol Hill	1273670	231027
451813	26	Vacant Developable	Seattle First Hill/Capitol Hill	1273780	231439
451814	24	Single Family Residential	Seattle First Hill/Capitol Hill	1273780	231389
451815	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273780	231359
451816	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273800	231314
451817	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273750	231315
451818	20	Parking	Seattle First Hill/Capitol Hill	1273680	231317
451819	3	Commercial	Seattle First Hill/Capitol Hill	1273680	231376
451820	3	Commercial	Seattle First Hill/Capitol Hill	1273680	231435
451821	3	Commercial	Seattle First Hill/Capitol Hill	1273740	231506
451822	3	Commercial	Seattle First Hill/Capitol Hill	1273510	231511
451823	3	Commercial	Seattle First Hill/Capitol Hill	1273510	231441
451824	3	Commercial	Seattle First Hill/Capitol Hill	1273510	231351
451825	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273420	231382
451826	18	Office	Seattle First Hill/Capitol Hill	1273420	231512
451827	30	Mixed Use	Seattle First Hill/Capitol Hill	1273460	231053
451828	3	Commercial	Seattle First Hill/Capitol Hill	1273450	230639
451829	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273400	230641
451830	3	Commercial	Seattle First Hill/Capitol Hill	1273490	230371
451831	30	Mixed Use	Seattle First Hill/Capitol Hill	1273490	230312
451832	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273390	230319
451833	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273390	230373
451834	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273230	230298
451835	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273130	230268
451836	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273130	230328
451837	18	Office	Seattle First Hill/Capitol Hill	1273130	230380
451838	7	Government	Seattle First Hill/Capitol Hill	1273240	230763
451839	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273240	230644
451840	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273230	230555
451841	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273230	230496
451842	20	Parking	Seattle First Hill/Capitol Hill	1273140	230632
451843	18	Office	Seattle First Hill/Capitol Hill	1273140	230677
451844	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273250	231178
451845	26	Vacant Developable	Seattle First Hill/Capitol Hill	1273250	231089
451846	26	Vacant Developable	Seattle First Hill/Capitol Hill	1273250	231030
451847	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273250	230941
451848	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273150	230928
451849	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273150	231015
451850	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273150	231089
451851	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273150	231181
451852	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273260	231490
451853	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273260	231395
451854	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273190	231343
451855	18	Office	Seattle First Hill/Capitol Hill	1273160	231441
451856	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273160	231517
451857	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273010	231540
451858	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273010	231408
451859	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273000	231213
451860	19	Park and Open Space	Seattle First Hill/Capitol Hill	1272970	231097
451861	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1272990	230947
451862	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1272990	230812
451863	26	Vacant Developable	Seattle First Hill/Capitol Hill	1272980	230774
451864	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1272980	230731
451865	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1272990	230695
451866	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1272990	230665
451867	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1272980	230508
451868	24	Single Family Residential	Seattle First Hill/Capitol Hill	1272980	230294
451869	24	Single Family Residential	Seattle First Hill/Capitol Hill	1272980	230253
451870	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1275080	231524
451871	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1275080	231427
451872	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274970	231319
451873	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274970	231408
451874	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274980	231485
451875	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1275030	231096
451876	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1275060	230967
451877	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1275060	230877
451878	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274960	230929
451879	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274970	231170
451880	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1275050	230718
451881	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1275050	230627
451882	24	Single Family Residential	Seattle First Hill/Capitol Hill	1275050	230577
451883	24	Single Family Residential	Seattle First Hill/Capitol Hill	1275050	230537
451884	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1275040	230466
451885	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274940	230460
451886	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274950	230630
451887	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1275040	230328
451888	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274940	230305
451889	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274780	230335
451890	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274780	230280
451891	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274780	230231
451892	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274680	230289
451893	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274800	230754
451894	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274820	230678
451895	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274820	230708
451896	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274770	230676
451897	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274770	230695
451898	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274770	230714
451899	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274790	230604
451900	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274790	230514
451901	17	No Land Use Code	Seattle First Hill/Capitol Hill	1274810	230453
451902	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274760	230455
451903	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274690	230457
451904	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274670	230490
451905	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274660	230543
451906	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274660	230520
451907	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274710	230516
451908	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274710	230535
451909	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274720	230554
451910	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274700	230594
451911	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274660	230597
451912	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274660	230580
451913	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274670	230562
451914	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274720	230582
451915	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274690	230637
451916	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274690	230727
451917	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274810	231143
451918	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274800	231053
451919	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274800	230993
451920	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274800	230903
451921	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274670	230892
451922	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274670	230862
451923	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274720	230861
451924	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274720	230891
451925	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274700	230936
451926	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274700	230981
451927	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274700	231011
451928	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274700	231046
451929	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274710	231180
451930	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274820	231504
451931	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274820	231463
451932	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274820	231417
451933	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274810	231357
451934	17	No Land Use Code	Seattle First Hill/Capitol Hill	1274690	231285
451935	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274710	231327
451936	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274710	231367
451937	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274720	231415
451938	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274720	231465
451939	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274720	231506
451940	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274560	231509
451941	3	Commercial	Seattle First Hill/Capitol Hill	1274560	231468
451942	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274560	231418
451943	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274550	231358
451944	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274450	231300
451945	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274450	231350
451946	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274460	231390
451947	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274460	231430
451948	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274460	231471
451949	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274460	231511
451950	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274550	231149
451951	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274550	231069
451952	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274540	231029
451953	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274540	230989
451954	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274540	230949
451955	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274540	230909
451956	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274540	230869
451957	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274470	230881
451958	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274420	230882
451959	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274440	230927
451960	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274440	230957
451961	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274420	230987
451962	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274450	231044
451963	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274420	231014
451964	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274470	230985
451965	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274470	231012
451966	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274450	231084
451967	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274450	231129
451968	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274420	231182
451969	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274470	231181
451970	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274550	230770
451971	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274550	230730
451972	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274500	230751
451973	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274530	230691
451974	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274530	230651
451975	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274530	230611
451976	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274530	230573
451977	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274530	230538
451978	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274530	230506
451979	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274430	230534
451980	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274410	230603
451981	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274410	230586
451982	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274410	230566
451983	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274450	230602
451984	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274460	230583
451985	8	Group Quarters	Seattle First Hill/Capitol Hill	1274430	230643
451986	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274460	230564
451987	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274440	230703
451988	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274410	230764
451989	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274460	230762
451990	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274520	230347
451991	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274520	230292
451992	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274520	230238
451993	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274420	230241
451994	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274420	230280
451995	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274420	230314
451996	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274390	230356
451997	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274420	230354
451998	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274430	230353
451999	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274460	230354
452000	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274290	230348
452001	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274240	230350
452002	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274260	230303
452003	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274260	230271
452004	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274260	230238
452005	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274160	230248
452006	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274140	230310
452007	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274140	230285
452008	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274190	230284
452009	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274190	230309
452010	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274140	230353
452011	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274190	230351
452012	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274280	230737
452013	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274280	230697
452014	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274270	230657
452015	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274270	230617
452016	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274270	230578
452017	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274270	230538
452018	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274270	230498
452019	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274270	230458
452020	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274200	230470
452021	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274150	230471
452022	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274140	230548
452023	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274180	230545
452024	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274150	230528
452025	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274150	230511
452026	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274210	230542
452027	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274200	230513
452028	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274140	230641
452029	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274160	230640
452030	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274150	230698
452031	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274180	230640
452032	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274210	230639
452033	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274200	230672
452034	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274180	230755
452035	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274200	230697
452036	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274150	230673
452037	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274310	231127
452038	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274310	231189
452039	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274260	231190
452040	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274310	231152
452041	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274260	231128
452042	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274260	231152
452043	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274290	231050
452044	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274290	231020
452045	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274280	230985
452046	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274280	230941
452047	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274280	230886
452048	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274180	230888
452049	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274180	230948
452050	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274180	230998
452051	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274190	231038
452052	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274190	231077
452053	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274190	231157
452054	23	School	Seattle First Hill/Capitol Hill	1274250	231405
452055	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274040	231519
452056	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274060	231487
452057	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274060	231462
452058	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274060	231435
452059	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274010	231482
452060	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274010	231449
452061	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274060	231410
452062	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274010	231417
452063	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274040	231378
452064	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274040	231336
452065	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274030	231296
452066	24	Single Family Residential	Seattle First Hill/Capitol Hill	1273950	231311
452067	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273900	231312
452068	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273940	231371
452069	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273940	231430
452070	24	Single Family Residential	Seattle First Hill/Capitol Hill	1273940	231481
452071	24	Single Family Residential	Seattle First Hill/Capitol Hill	1273940	231521
452072	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274010	231203
452073	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274050	231203
452074	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274030	231167
452075	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274030	231131
452076	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274030	231095
452077	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274030	231059
452078	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274000	231027
452079	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274050	231026
452080	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274030	230996
452081	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274020	230967
452082	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274060	230906
452083	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274020	230907
452084	17	No Land Use Code	Seattle First Hill/Capitol Hill	1273990	230908
452085	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273950	230894
452086	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273900	230895
452087	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273920	230939
452088	24	Single Family Residential	Seattle First Hill/Capitol Hill	1273920	230969
452089	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273930	231153
452090	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274040	230763
452091	24	Single Family Residential	Seattle First Hill/Capitol Hill	1273990	230764
452092	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274040	230691
452093	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274040	230635
452094	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274040	230653
452095	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274040	230671
452096	26	Vacant Developable	Seattle First Hill/Capitol Hill	1274040	230712
452097	26	Vacant Developable	Seattle First Hill/Capitol Hill	1273990	230707
452098	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274010	230599
452099	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274010	230549
452100	26	Vacant Developable	Seattle First Hill/Capitol Hill	1273990	230675
452101	26	Vacant Developable	Seattle First Hill/Capitol Hill	1273990	230643
452102	24	Single Family Residential	Seattle First Hill/Capitol Hill	1274040	230484
452103	24	Single Family Residential	Seattle First Hill/Capitol Hill	1273990	230485
452104	24	Single Family Residential	Seattle First Hill/Capitol Hill	1273880	230468
452105	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273940	230487
452106	24	Single Family Residential	Seattle First Hill/Capitol Hill	1273890	230508
452107	26	Vacant Developable	Seattle First Hill/Capitol Hill	1273890	230557
452108	26	Vacant Developable	Seattle First Hill/Capitol Hill	1273890	230537
452109	26	Vacant Developable	Seattle First Hill/Capitol Hill	1273940	230556
452110	26	Vacant Developable	Seattle First Hill/Capitol Hill	1273940	230536
452111	26	Vacant Developable	Seattle First Hill/Capitol Hill	1273890	230598
452112	24	Single Family Residential	Seattle First Hill/Capitol Hill	1273910	230627
452113	17	No Land Use Code	Seattle First Hill/Capitol Hill	1273890	230578
452114	17	No Land Use Code	Seattle First Hill/Capitol Hill	1273940	230596
452115	17	No Land Use Code	Seattle First Hill/Capitol Hill	1273940	230576
452116	24	Single Family Residential	Seattle First Hill/Capitol Hill	1273920	230667
452117	24	Single Family Residential	Seattle First Hill/Capitol Hill	1273920	230701
452118	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273920	230731
452119	26	Vacant Developable	Seattle First Hill/Capitol Hill	1273890	230766
452120	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273940	230775
452121	26	Vacant Developable	Seattle First Hill/Capitol Hill	1273900	230788
452122	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274010	230331
452123	20	Parking	Seattle First Hill/Capitol Hill	1274000	230253
452124	20	Parking	Seattle First Hill/Capitol Hill	1273910	230253
452125	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273910	230334
452126	2	Civic and Quasi-Public	Seattle First Hill/Capitol Hill	1273730	230926
452598	30	Mixed Use	Seattle First Hill/Capitol Hill	1272310	227872
452600	15	Condo Residential	Greater Downtown Kirkland	1302530	249040
452601	26	Vacant Developable	Redmond Downtown	1323220	249011
452602	26	Vacant Developable	Redmond Downtown	1323240	249011
452603	26	Vacant Developable	Redmond Downtown	1323230	249037
452604	26	Vacant Developable	Redmond Downtown	1323230	249056
452605	26	Vacant Developable	Redmond Downtown	1323230	249076
452606	26	Vacant Developable	Redmond Downtown	1323230	249095
452607	26	Vacant Developable	Redmond Downtown	1323230	249117
452608	26	Vacant Developable	Redmond Downtown	1323230	249139
452609	26	Vacant Developable	Redmond Downtown	1323230	249158
452610	26	Vacant Developable	Redmond Downtown	1323230	249178
452611	26	Vacant Developable	Redmond Downtown	1323230	249200
452612	26	Vacant Developable	Redmond Downtown	1323230	249224
452613	26	Vacant Developable	Redmond Downtown	1323240	249244
452614	26	Vacant Developable	Redmond Downtown	1323240	249262
452615	26	Vacant Developable	Redmond Downtown	1323290	249006
452616	26	Vacant Developable	Redmond Downtown	1323290	249029
452617	26	Vacant Developable	Redmond Downtown	1323290	249057
452618	26	Vacant Developable	Redmond Downtown	1323290	249084
452619	26	Vacant Developable	Redmond Downtown	1323290	249112
452620	26	Vacant Developable	Redmond Downtown	1323290	249143
452621	26	Vacant Developable	Redmond Downtown	1323290	249178
452622	26	Vacant Developable	Redmond Downtown	1323290	249209
452623	26	Vacant Developable	Redmond Downtown	1323300	249237
452624	26	Vacant Developable	Redmond Downtown	1323300	249261
453343	15	Condo Residential	Seattle First Hill/Capitol Hill	1272740	228186
453712	19	Park and Open Space	Bellevue	1302440	226144
